EventId,EventTemplate,Occurrences
4d89da7e,"""Exception during message handling: Exception Traceback (most recent call last): File """" usr lib python2.7 site-packages oslo_messaging rpc server.py"""", line 160, in _process_incoming res = self.dispatcher.dispatch(message) File """" usr lib python2.7 site-packages oslo_messaging rpc dispatcher.py"""", line 213, in dispatch return self._do_dispatch(endpoint, method, ctxt, args) File """" usr lib python2.7 site-packages oslo_messaging rpc dispatcher.py"""", line 183, in _do_dispatch result = func(ctxt, **new_args) File """" usr lib python2.7 site-packages nova conductor manager.py"""", line <*> in schedule_and_build_instances raise Exception Exception None""",3
42c593ba,"Could not clean up failed build, not rescheduling. Error: unsupported operand type(s) for +: 'NoneType' and 'str'",1
eb99df1b,api_servers with fully qualified url including scheme (http https): BuildAbortException: La build dell'istanza <*> \xe8 stata interrotta: 'NoneType' object has no attribute <*>,3
c2b3b398,""", e, sys.exc_info()) File """" usr lib python2.7 site-packages oslo_utils excutils.py"""", line 220, in __exit__ self.force_reraise() File """" usr lib python2.7 site-packages oslo_utils excutils.py"""", line 196, in force_reraise six.reraise(self.type_, self.value, self.tb) File """" usr lib python2.7 site-packages nova compute manager.py"""", line 172, in decorated_function return function(self, context, *args, **kwargs) File """" usr lib python2.7 site-packages nova compute manager.py"""", line 1454, in terminate_instance do_terminate_instance(instance, bdms) File """" usr lib python2.7 site-packages oslo_concurrency lockutils.py"""", line 271, in inner return f(*args, **kwargs) File """" usr lib python2.7 site-packages nova compute manager.py"""", line 1453, in do_terminate_instance self._set_instance_obj_error_state(context, instance) File """" usr lib python2.7 site-packages oslo_utils excutils.py"""", line 220, in __exit__ self.force_reraise() File """" usr lib python2.7 site-packages oslo_utils excutils.py"""", line 196, in force_reraise six.reraise(self.type_, self.value, self.tb) File """" usr lib python2.7 site-packages nova compute manager.py"""", line 1447, in do_terminate_instance self._delete_instance(context, instance, bdms) File """" usr lib python2.7 site-packages nova hooks.py"""", line 154, in inner rv = f(*args, **kwargs) File """" usr lib python2.7 site-packages nova compute manager.py"""", line 1430, in _delete_instance self._complete_deletion(context, instance, bdms, system_meta) File """" usr lib python2.7 site-packages nova compute manager.py"""", line <*> in _complete_deletion raise Exception Exception None""",2
a8113918,"Exception dispatching event <LifecycleEvent: 1530324228.11, c99768f8-cd4d-4ac2-985f-11c1b86bdddc => In pausa>: : Exception",1
070cd33e,Exception dispatching event <LifecycleEvent: <*> c99768f8-cd4d-4ac2-985f-11c1b86bdddc => <*> : Exception,4
c62ff7e7,""", e, sys.exc_info()) File """" usr lib python2.7 site-packages oslo_utils excutils.py"""", line 220, in __exit__ self.force_reraise() File """" usr lib python2.7 site-packages oslo_utils excutils.py"""", line 196, in force_reraise six.reraise(self.type_, self.value, self.tb) File """" usr lib python2.7 site-packages nova compute manager.py"""", line 172, in decorated_function return function(self, context, *args, **kwargs) File """" usr lib python2.7 site-packages nova compute manager.py"""", line 1454, in terminate_instance do_terminate_instance(instance, bdms) File """" usr lib python2.7 site-packages oslo_concurrency lockutils.py"""", line 271, in inner return f(*args, **kwargs) File """" usr lib python2.7 site-packages nova compute manager.py"""", line 1453, in do_terminate_instance self._set_instance_obj_error_state(context, instance) File """" usr lib python2.7 site-packages oslo_utils excutils.py"""", line 220, in __exit__ self.force_reraise() File """" usr lib python2.7 site-packages oslo_utils excutils.py"""", line 196, in force_reraise six.reraise(self.type_, self.value, self.tb) File """" usr lib python2.7 site-packages nova compute manager.py"""", line 1447, in do_terminate_instance self._delete_instance(context, instance, bdms) File """" usr lib python2.7 site-packages nova hooks.py"""", line 154, in inner rv = f(*args, **kwargs) File """" usr lib python2.7 site-packages nova compute manager.py"""", line 1414, in _delete_instance raise Exception Exception None""",1
34c01a4c,Port <*> was not found on the integration bridge and will therefore not be processed,3
7afd3fd5,") skipped, changing status to down",3
f28720ba,Cannot reboot instance: Unexpected error while running command.,1
b76bada8,""", e, sys.exc_info()) File """" usr lib python2.7 site-packages oslo_utils excutils.py"""", line 220, in __exit__ self.force_reraise() File """" usr lib python2.7 site-packages oslo_utils excutils.py"""", line 196, in force_reraise six.reraise(self.type_, self.value, self.tb) File """" usr lib python2.7 site-packages nova compute manager.py"""", line 206, in decorated_function return function(self, context, *args, **kwargs) File """" usr lib python2.7 site-packages nova compute manager.py"""", line 3149, in reboot_instance self._set_instance_obj_error_state(context, instance) File """" usr lib python2.7 site-packages oslo_utils excutils.py"""", line 220, in __exit__ self.force_reraise() File """" usr lib python2.7 site-packages oslo_utils excutils.py"""", line 196, in force_reraise six.reraise(self.type_, self.value, self.tb) File """" usr lib python2.7 site-packages nova compute manager.py"""", line 3124, in reboot_instance bad_volumes_callback=bad_volumes_callback) File """" usr lib python2.7 site-packages nova virt libvirt driver.py"""", line 2506, in reboot block_device_info) File """" usr lib python2.7 site-packages nova virt libvirt driver.py"""", line 2606, in _hard_reboot backing_disk_info) File """" usr lib python2.7 site-packages nova virt libvirt driver.py"""", line 7231, in _create_images_and_backing fallback_from_host) File """" usr lib python2.7 site-packages nova virt libvirt driver.py"""", line 7145, in _try_fetch_image_cache size=size) File """" usr lib python2.7 site-packages nova virt libvirt imagebackend.py"""", line 247, in cache self.resize_image(size) File """" usr lib python2.7 site-packages nova virt libvirt imagebackend.py"""", line 634, in resize_image disk.extend(image, size) File """" usr lib python2.7 site-packages nova virt disk api.py"""", line 190, in extend utils.execute('qemu-img', 'resize', image.path, size) File """" usr lib python2.7 site-packages nova utils.py"""", line 288, in execute return processutils.execute(*cmd, **kwargs) File """" usr lib python2.7 site-packages oslo_concurrency processutils.py"""", line 419, in execute cmd=sanitized_cmd) ProcessExecutionError: Unexpected error while running command. Command: qemu-img resize var lib nova instances d72831be-d139-4ee8-b3af-08db8a5332a9 disk 1073741824 Exit code: 1 Stdout: u'' Stderr: u""""qemu-img: Could not open ' var lib nova instances d72831be-d139-4ee8-b3af-08db8a5332a9 disk': Could not open ' var lib nova instances d72831be-d139-4ee8-b3af-08db8a5332a9 disk': Permission denied\n"""" None""",1
7981fd0c,) TypeError: 'NoneType' object has no attribute '__getitem__' None,2
ef6e7b9e,"""Failed to get metadata for instance id: <*> AttributeError: 'NoneType' object has no attribute 'id' Traceback (most recent call last): File """" usr lib python2.7 site-packages nova api metadata handler.py"""", line 285, in _get_meta_by_instance_id remote_address) File """" usr lib python2.7 site-packages nova api metadata handler.py"""", line 82, in get_metadata_by_instance_id data = base.get_metadata_by_instance_id(instance_id, address) File """" usr lib python2.7 site-packages nova api metadata base.py"""", line 708, in get_metadata_by_instance_id expected_attrs=attrs) File """" usr lib python2.7 site-packages oslo_versionedobjects base.py"""", line 184, in wrapper result = fn(cls, context, *args, **kwargs) File """" usr lib python2.7 site-packages nova objects instance.py"""", line 469, in get_by_uuid expected_attrs) File """" usr lib python2.7 site-packages nova objects instance.py"""", line 397, in _from_db_object instance._load_ec2_ids() File """" usr lib python2.7 site-packages nova objects instance.py"""", line 918, in _load_ec2_ids self.ec2_ids = objects.EC2Ids.get_by_instance(self._context, self) File """" usr lib python2.7 site-packages oslo_versionedobjects base.py"""", line 184, in wrapper result = fn(cls, context, *args, **kwargs) File """" usr lib python2.7 site-packages nova objects ec2.py"""", line 216, in get_by_instance ec2_ids = cls._get_ec2_ids(context, instance) File """" usr lib python2.7 site-packages nova objects ec2.py"""", line 202, in _get_ec2_ids instance.image_ref) File """" usr lib python2.7 site-packages nova api ec2 ec2utils.py"""", line 127, in glance_id_to_ec2_id image_id = glance_id_to_id(context, glance_id) File """" usr lib python2.7 site-packages nova api ec2 ec2utils.py"""", line 49, in memoizer value = func(context, reqid) File """" usr lib python2.7 site-packages nova api ec2 ec2utils.py"""", line 114, in glance_id_to_id return objects.S3ImageMapping.get_by_uuid(context, glance_id).id AttributeError: 'NoneType' object has no attribute 'id' None""",80
c9bad235,"""Traceback (most recent call last): File """" usr lib64 python2.7 site-packages libvirt.py"""", line 4747, in _dispatchDomainEventLifecycleCallback cb(self, virDomain(self, _obj=dom), event, detail, opaque) File """" usr lib python2.7 site-packages nova virt libvirt host.py"""", line 125, in _event_lifecycle_callback self._queue_event(virtevent.LifecycleEvent(uuid, transition)) File """" usr lib python2.7 site-packages nova virt libvirt host.py"""", line 164, in _queue_event raise IOError IOError None""",8
74f65208,Unhandled error: IOError,8
4c3c3b56,Unhandled error: TypeError: write() takes exactly 2 arguments (1 given),8
aa4fad83,"""Traceback (most recent call last): File """" usr lib64 python2.7 site-packages libvirt.py"""", line 4747, in _dispatchDomainEventLifecycleCallback cb(self, virDomain(self, _obj=dom), event, detail, opaque) File """" usr lib python2.7 site-packages nova virt libvirt host.py"""", line 125, in _event_lifecycle_callback self._queue_event(virtevent.LifecycleEvent(uuid, transition)) File """" usr lib python2.7 site-packages nova virt libvirt host.py"""", line 164, in _queue_event self._event_notify_send.write() TypeError: write() takes exactly 2 arguments (1 given) None""",8
808039a9,api_servers with fully qualified url including scheme (http https): ImageUnacceptable: L'immagine 6329a697-754f-48f3-abac-86c9e1886196 non \xe8 accettabile: Impossibile convertire l'immagine in immagine non elaborata: L'immagine None non \xe8 accettabile: Impossibile convertire l'immagine in raw: Unexpected error while running command.,3
4942406d,""", e, sys.exc_info()) File """" usr lib python2.7 site-packages oslo_utils excutils.py"""", line 220, in __exit__ self.force_reraise() File """" usr lib python2.7 site-packages oslo_utils excutils.py"""", line 196, in force_reraise six.reraise(self.type_, self.value, self.tb) File """" usr lib python2.7 site-packages nova compute manager.py"""", line 206, in decorated_function return function(self, context, *args, **kwargs) File """" usr lib python2.7 site-packages nova compute manager.py"""", line 3149, in reboot_instance self._set_instance_obj_error_state(context, instance) File """" usr lib python2.7 site-packages oslo_utils excutils.py"""", line 220, in __exit__ self.force_reraise() File """" usr lib python2.7 site-packages oslo_utils excutils.py"""", line 196, in force_reraise six.reraise(self.type_, self.value, self.tb) File """" usr lib python2.7 site-packages nova compute manager.py"""", line 3124, in reboot_instance bad_volumes_callback=bad_volumes_callback) File """" usr lib python2.7 site-packages nova virt libvirt driver.py"""", line 1396, in reboot return self._hard_reboot(context, instance, network_info, block_device_info) File """" usr lib python2.7 site-packages nova virt libvirt driver.py"""", line 1437, in _hard_reboot raise Exception Exception None""",1
26932d58,""", e, sys.exc_info()) File """" usr lib python2.7 site-packages oslo_utils excutils.py"""", line 220, in __exit__ self.force_reraise() File """" usr lib python2.7 site-packages oslo_utils excutils.py"""", line 196, in force_reraise six.reraise(self.type_, self.value, self.tb) File """" usr lib python2.7 site-packages nova compute manager.py"""", line 172, in decorated_function return function(self, context, *args, **kwargs) File """" usr lib python2.7 site-packages nova compute manager.py"""", line 1454, in terminate_instance do_terminate_instance(instance, bdms) File """" usr lib python2.7 site-packages oslo_concurrency lockutils.py"""", line 271, in inner return f(*args, **kwargs) File """" usr lib python2.7 site-packages nova compute manager.py"""", line 1453, in do_terminate_instance self._set_instance_obj_error_state(context, instance) File """" usr lib python2.7 site-packages oslo_utils excutils.py"""", line 220, in __exit__ self.force_reraise() File """" usr lib python2.7 site-packages oslo_utils excutils.py"""", line 196, in force_reraise six.reraise(self.type_, self.value, self.tb) File """" usr lib python2.7 site-packages nova compute manager.py"""", line 1447, in do_terminate_instance self._delete_instance(context, instance, bdms) File """" usr lib python2.7 site-packages nova hooks.py"""", line 154, in inner rv = f(*args, **kwargs) File """" usr lib python2.7 site-packages nova compute manager.py"""", line 1417, in _delete_instance self._shutdown_instance(context, instance, bdms) File """" usr lib python2.7 site-packages nova compute manager.py"""", line 1360, in _shutdown_instance self._try_deallocate_network(context, instance, requested_networks) File """" usr lib python2.7 site-packages nova compute manager.py"""", line 1319, in _try_deallocate_network self._set_instance_obj_error_state(context, instance) File """" usr lib python2.7 site-packages oslo_utils excutils.py"""", line 220, in __exit__ self.force_reraise() File """" usr lib python2.7 site-packages oslo_utils excutils.py"""", line 196, in force_reraise six.reraise(self.type_, self.value, self.tb) File """" usr lib python2.7 site-packages nova compute manager.py"""", line 1313, in _try_deallocate_network raise Exception Exception None""",1
aff87fe0,""", e, sys.exc_info()) File """" usr lib python2.7 site-packages oslo_utils excutils.py"""", line 220, in __exit__ self.force_reraise() File """" usr lib python2.7 site-packages oslo_utils excutils.py"""", line 196, in force_reraise six.reraise(self.type_, self.value, self.tb) File """" usr lib python2.7 site-packages nova compute manager.py"""", line 172, in decorated_function return function(self, context, *args, **kwargs) File """" usr lib python2.7 site-packages nova compute manager.py"""", line 1454, in terminate_instance do_terminate_instance(instance, bdms) File """" usr lib python2.7 site-packages oslo_concurrency lockutils.py"""", line 271, in inner return f(*args, **kwargs) File """" usr lib python2.7 site-packages nova compute manager.py"""", line 1453, in do_terminate_instance self._set_instance_obj_error_state(context, instance) File """" usr lib python2.7 site-packages oslo_utils excutils.py"""", line 220, in __exit__ self.force_reraise() File """" usr lib python2.7 site-packages oslo_utils excutils.py"""", line 196, in force_reraise six.reraise(self.type_, self.value, self.tb) File """" usr lib python2.7 site-packages nova compute manager.py"""", line 1447, in do_terminate_instance self._delete_instance(context, instance, bdms) File """" usr lib python2.7 site-packages nova hooks.py"""", line 154, in inner rv = f(*args, **kwargs) File """" usr lib python2.7 site-packages nova compute manager.py"""", line 1417, in _delete_instance self._shutdown_instance(context, instance, bdms) File """" usr lib python2.7 site-packages nova compute manager.py"""", line 1358, in _shutdown_instance raise Exception Exception None""",1
ee7f1b31,""", encryption=encryption) File """" usr lib python2.7 site-packages nova virt libvirt driver.py"""", line 1302, in attach_volume self._disconnect_volume(connection_info, disk_dev, instance) File """" usr lib python2.7 site-packages oslo_utils excutils.py"""", line 220, in __exit__ self.force_reraise() File """" usr lib python2.7 site-packages oslo_utils excutils.py"""", line 196, in force_reraise six.reraise(self.type_, self.value, self.tb) File """" usr lib python2.7 site-packages nova virt libvirt driver.py"""", line 1296, in attach_volume context, instance) File """" usr lib python2.7 site-packages nova virt libvirt driver.py"""", line 8064, in _build_device_metadata instance.uuid) File """" usr lib python2.7 site-packages oslo_versionedobjects base.py"""", line 177, in wrapper args, kwargs) File """" usr lib python2.7 site-packages nova conductor rpcapi.py"""", line 240, in object_class_action_versions args=args, kwargs=kwargs) File """" usr lib python2.7 site-packages oslo_messaging rpc client.py"""", line 116, in call msg_ctxt = self.serializer.serialize_context(ctxt) File """" usr lib python2.7 site-packages nova rpc.py"""", line 147, in serialize_context self).serialize_context(context) File """" usr lib python2.7 site-packages nova rpc.py"""", line 138, in serialize_context return context.to_dict() AttributeError: 'NoneType' object has no attribute 'to_dict' None""",1
a58526ac,"Periodic task is updating the host stats, it is trying to get disk info for instance-00000004, but the backing volume block device was removed by concurrent operations such as resize. Error: Nessuna associazione dell'unitÃ di blocco del volume nel percorso: dev sdb: VolumeBDMPathNotFound: Nessuna associazione dell'unit\xe0 di blocco del volume nel percorso: dev sdb",1
9a35f684,Cannot reboot instance: <*>,3
2b3681ad,) KeyError: 'data' None,1
92dbdc40,", KeyError: 'target_portal' None",1
e00d67e7,"The support for the Cinder API v2 is deprecated, please upgrade to Cinder API v3.: VolumeDriverNotFound: Impossibile trovare un gestore per il volume None.",2
7c3e51b9,""", encryption=encryption) File """" usr lib python2.7 site-packages nova virt libvirt driver.py"""", line 811, in attach_volume conf = self._get_volume_config(connection_info, disk_info) File """" usr lib python2.7 site-packages nova virt libvirt driver.py"""", line 773, in _get_volume_config vol_driver = self._get_volume_driver(connection_info) File """" usr lib python2.7 site-packages nova virt libvirt driver.py"""", line 753, in _get_volume_driver raise exception.VolumeDriverNotFound(driver_type=driver_type) VolumeDriverNotFound: Impossibile trovare un gestore per il volume None. None""",1
9483c621,"""Fixed interval looping call <*> failed: InstanceNotFound: Impossibile trovare l'istanza <*> Traceback (most recent call last): File """" usr lib python2.7 site-packages oslo_service loopingcall.py"""", line 137, in _run_loop result = func(*self.args, **self.kw) File """" usr lib python2.7 site-packages nova virt libvirt driver.py"""", line <*> in <*> state = self.get_info(instance).state File """" usr lib python2.7 site-packages nova virt libvirt driver.py"""", line 2959, in get_info guest = self._host.get_guest(instance) File """" usr lib python2.7 site-packages nova virt libvirt host.py"""", line 534, in get_guest return libvirt_guest.Guest(self.get_domain(instance)) File """" usr lib python2.7 site-packages nova virt libvirt host.py"""", line 555, in get_domain raise exception.InstanceNotFound(instance_id=instance.uuid) InstanceNotFound: Impossibile trovare l'istanza <*> None""",2
29edf214,api_servers with fully qualified url including scheme (http https): InstanceNotFound: Impossibile trovare l'istanza bc35d58b-8b92-4d28-adf4-03a35882f23e.,3
3327ffcf,Cannot reboot instance: Impossibile trovare l'istanza d78c2881-b86a-4261-9074-ce2ab5f6d5a2.: InstanceNotFound: Impossibile trovare l'istanza d78c2881-b86a-4261-9074-ce2ab5f6d5a2.,1
b586d301,"""Exception during message handling: InstanceNotFound: Impossibile trovare l'istanza d78c2881-b86a-4261-9074-ce2ab5f6d5a2. Traceback (most recent call last): File """" usr lib python2.7 site-packages oslo_messaging rpc server.py"""", line 160, in _process_incoming res = self.dispatcher.dispatch(message) File """" usr lib python2.7 site-packages oslo_messaging rpc dispatcher.py"""", line 213, in dispatch return self._do_dispatch(endpoint, method, ctxt, args) File """" usr lib python2.7 site-packages oslo_messaging rpc dispatcher.py"""", line 183, in _do_dispatch result = func(ctxt, **new_args) File """" usr lib python2.7 site-packages nova exception_wrapper.py"""", line 76, in wrapped function_name, call_dict, binary) File """" usr lib python2.7 site-packages oslo_utils excutils.py"""", line 220, in __exit__ self.force_reraise() File """" usr lib python2.7 site-packages oslo_utils excutils.py"""", line 196, in force_reraise six.reraise(self.type_, self.value, self.tb) File """" usr lib python2.7 site-packages nova exception_wrapper.py"""", line 67, in wrapped return f(self, context, *args, **kw) File """" usr lib python2.7 site-packages nova compute manager.py"""", line 190, in decorated_function """"Error: %s"""", e, instance=instance) File """" usr lib python2.7 site-packages oslo_utils excutils.py"""", line 220, in __exit__ self.force_reraise() File """" usr lib python2.7 site-packages oslo_utils excutils.py"""", line 196, in force_reraise six.reraise(self.type_, self.value, self.tb) File """" usr lib python2.7 site-packages nova compute manager.py"""", line 160, in decorated_function return function(self, context, *args, **kwargs) File """" usr lib python2.7 site-packages nova compute utils.py"""", line 880, in decorated_function return function(self, context, *args, **kwargs) File """" usr lib python2.7 site-packages nova compute manager.py"""", line 206, in decorated_function return function(self, context, *args, **kwargs) File """" usr lib python2.7 site-packages nova compute manager.py"""", line 3149, in reboot_instance self._set_instance_obj_error_state(context, instance) File """" usr lib python2.7 site-packages oslo_utils excutils.py"""", line 220, in __exit__ self.force_reraise() File """" usr lib python2.7 site-packages oslo_utils excutils.py"""", line 196, in force_reraise six.reraise(self.type_, self.value, self.tb) File """" usr lib python2.7 site-packages nova compute manager.py"""", line 3124, in reboot_instance bad_volumes_callback=bad_volumes_callback) File """" usr lib python2.7 site-packages nova virt libvirt driver.py"""", line 1396, in reboot return self._hard_reboot(context, instance, network_info, block_device_info) File """" usr lib python2.7 site-packages nova virt libvirt driver.py"""", line 1449, in _hard_reboot timer.start(interval=0.5).wait() File """" usr lib python2.7 site-packages eventlet event.py"""", line 121, in wait return hubs.get_hub().switch() File """" usr lib python2.7 site-packages eventlet hubs hub.py"""", line 294, in switch return self.greenlet.switch() File """" usr lib python2.7 site-packages oslo_service loopingcall.py"""", line 137, in _run_loop result = func(*self.args, **self.kw) File """" usr lib python2.7 site-packages nova virt libvirt driver.py"""", line 1444, in _wait_for_reboot state = self.get_info(instance).state File """" usr lib python2.7 site-packages nova virt libvirt driver.py"""", line 2959, in get_info guest = self._host.get_guest(instance) File """" usr lib python2.7 site-packages nova virt libvirt host.py"""", line 534, in get_guest return libvirt_guest.Guest(self.get_domain(instance)) File """" usr lib python2.7 site-packages nova virt libvirt host.py"""", line 555, in get_domain raise exception.InstanceNotFound(instance_id=instance.uuid) InstanceNotFound: Impossibile trovare l'istanza d78c2881-b86a-4261-9074-ce2ab5f6d5a2. None""",1
f74207da,Cannot reboot instance: Impossibile trovare un gestore per il volume None.: VolumeDriverNotFound: Impossibile trovare un gestore per il volume None.,1
8b699885,""", e, sys.exc_info()) File """" usr lib python2.7 site-packages oslo_utils excutils.py"""", line 220, in __exit__ self.force_reraise() File """" usr lib python2.7 site-packages oslo_utils excutils.py"""", line 196, in force_reraise six.reraise(self.type_, self.value, self.tb) File """" usr lib python2.7 site-packages nova compute manager.py"""", line 206, in decorated_function return function(self, context, *args, **kwargs) File """" usr lib python2.7 site-packages nova compute manager.py"""", line 3149, in reboot_instance self._set_instance_obj_error_state(context, instance) File """" usr lib python2.7 site-packages oslo_utils excutils.py"""", line 220, in __exit__ self.force_reraise() File """" usr lib python2.7 site-packages oslo_utils excutils.py"""", line 196, in force_reraise six.reraise(self.type_, self.value, self.tb) File """" usr lib python2.7 site-packages nova compute manager.py"""", line 3124, in reboot_instance bad_volumes_callback=bad_volumes_callback) File """" usr lib python2.7 site-packages nova virt libvirt driver.py"""", line 1467, in reboot return self._hard_reboot(context, instance, network_info, block_device_info) File """" usr lib python2.7 site-packages nova virt libvirt driver.py"""", line 1500, in _hard_reboot xml = self._get_guest_xml(context, instance, network_info, disk_info, instance.image_meta, block_device_info=block_device_info) File """" usr lib python2.7 site-packages nova virt libvirt driver.py"""", line 3019, in _get_guest_xml conf = self._get_guest_config(instance, network_info, image_meta, disk_info, rescue, block_device_info, context) File """" usr lib python2.7 site-packages nova virt libvirt driver.py"""", line 2909, in _get_guest_config storage_configs = self._get_guest_storage_config(instance, image_meta, disk_info, rescue, block_device_info, flavor, guest.os_type) File """" usr lib python2.7 site-packages nova virt libvirt driver.py"""", line 2221, in _get_guest_storage_config self._connect_volume(connection_info, info, instance) File """" usr lib python2.7 site-packages nova virt libvirt driver.py"""", line 757, in _connect_volume vol_driver = self._get_volume_driver(connection_info) File """" usr lib python2.7 site-packages nova virt libvirt driver.py"""", line 753, in _get_volume_driver raise exception.VolumeDriverNotFound(driver_type=driver_type) VolumeDriverNotFound: Impossibile trovare un gestore per il volume None. None""",1
ba88c7d8,"tcp:127.0.0.1:6640: no response to inactivity probe after <*> seconds, disconnecting",4
3d635119,", None) KeyError: 'data' None",1
dfb084e5,Failed to deallocate network for instance. Error: deallocate_for_instance() takes exactly 3 arguments (2 given),1
004cafb8,""", e, sys.exc_info()) File """" usr lib python2.7 site-packages oslo_utils excutils.py"""", line 220, in __exit__ self.force_reraise() File """" usr lib python2.7 site-packages oslo_utils excutils.py"""", line 196, in force_reraise six.reraise(self.type_, self.value, self.tb) File """" usr lib python2.7 site-packages nova compute manager.py"""", line 172, in decorated_function return function(self, context, *args, **kwargs) File """" usr lib python2.7 site-packages nova compute manager.py"""", line 1454, in terminate_instance do_terminate_instance(instance, bdms) File """" usr lib python2.7 site-packages oslo_concurrency lockutils.py"""", line 271, in inner return f(*args, **kwargs) File """" usr lib python2.7 site-packages nova compute manager.py"""", line 1453, in do_terminate_instance self._set_instance_obj_error_state(context, instance) File """" usr lib python2.7 site-packages oslo_utils excutils.py"""", line 220, in __exit__ self.force_reraise() File """" usr lib python2.7 site-packages oslo_utils excutils.py"""", line 196, in force_reraise six.reraise(self.type_, self.value, self.tb) File """" usr lib python2.7 site-packages nova compute manager.py"""", line 1447, in do_terminate_instance self._delete_instance(context, instance, bdms) File """" usr lib python2.7 site-packages nova hooks.py"""", line 154, in inner rv = f(*args, **kwargs) File """" usr lib python2.7 site-packages nova compute manager.py"""", line 1413, in _delete_instance self._notify_about_instance_usage(instance, 'delete.start') TypeError: _notify_about_instance_usage() takes at least 4 arguments (3 given) None""",1
c8b73b91,""", e, sys.exc_info()) File """" usr lib python2.7 site-packages oslo_utils excutils.py"""", line 220, in __exit__ self.force_reraise() File """" usr lib python2.7 site-packages oslo_utils excutils.py"""", line 196, in force_reraise six.reraise(self.type_, self.value, self.tb) File """" usr lib python2.7 site-packages nova compute manager.py"""", line 206, in decorated_function return function(self, context, *args, **kwargs) File """" usr lib python2.7 site-packages nova compute manager.py"""", line 3149, in reboot_instance self._set_instance_obj_error_state(context, instance) File """" usr lib python2.7 site-packages oslo_utils excutils.py"""", line 220, in __exit__ self.force_reraise() File """" usr lib python2.7 site-packages oslo_utils excutils.py"""", line 196, in force_reraise six.reraise(self.type_, self.value, self.tb) File """" usr lib python2.7 site-packages nova compute manager.py"""", line 3124, in reboot_instance bad_volumes_callback=bad_volumes_callback) File """" usr lib python2.7 site-packages nova virt libvirt driver.py"""", line 1400, in reboot return self._hard_reboot(context, instance, network_info, block_device_info) File """" usr lib python2.7 site-packages nova virt libvirt driver.py"""", line 1429, in _hard_reboot self.destroy(context, instance, network_info, destroy_disks=False, block_device_info=block_device_info) File """" usr lib python2.7 site-packages nova virt libvirt driver.py"""", line 510, in destroy self.cleanup(context, instance, network_info, block_device_info, destroy_disks) File """" usr lib python2.7 site-packages nova virt libvirt driver.py"""", line 580, in cleanup LOG.warning('Ignoring Volume Error on vol %(vol_id)s during delete %(exc)s', <*>'vol_id': vol.get('volume_id'), 'exc': exc}, instance=instance) File """" usr lib python2.7 site-packages oslo_utils excutils.py"""", line 220, in __exit__ self.force_reraise() File """" usr lib python2.7 site-packages oslo_utils excutils.py"""", line 196, in force_reraise six.reraise(self.type_, self.value, self.tb) File """" usr lib python2.7 site-packages nova virt libvirt driver.py"""", line 575, in cleanup self._disconnect_volume(connection_info, disk_dev, instance) File """" usr lib python2.7 site-packages nova virt libvirt driver.py"""", line 697, in _disconnect_volume vol_driver.disconnect_volume(disk_dev, instance) TypeError: disconnect_volume() takes exactly 4 arguments (3 given) None""",1
1289b10d,Ignoring Volume Error on vol None during delete <*> takes exactly 4 arguments (3 given),3
69901111,"Detach interface failed, port_id=e2fd0fef-8105-4840-b9c9-c32b2c3ad44c, reason: Impossibile trovare l'istanza 2015d6fd-e460-4dd5-a39b-3423f4d76fd8.",1
9605b7dd,"""Error updating resources for node localhost.localdomain.: DiskNotFound: Nessun disco in var lib nova instances 2015d6fd-e460-4dd5-a39b-3423f4d76fd8 disk Traceback (most recent call last): File """" usr lib python2.7 site-packages nova compute manager.py"""", line 3724, in update_available_resource_for_node rt.update_available_resource(context, nodename) File """" usr lib python2.7 site-packages nova compute resource_tracker.py"""", line 688, in update_available_resource resources = self.driver.get_available_resource(nodename) File """" usr lib python2.7 site-packages nova virt libvirt driver.py"""", line 5977, in get_available_resource disk_over_committed = self._get_disk_over_committed_size_total() File """" usr lib python2.7 site-packages nova virt libvirt driver.py"""", line 7538, in _get_disk_over_committed_size_total err_ctxt.reraise = False File """" usr lib python2.7 site-packages oslo_utils excutils.py"""", line 220, in __exit__ self.force_reraise() File """" usr lib python2.7 site-packages oslo_utils excutils.py"""", line 196, in force_reraise six.reraise(self.type_, self.value, self.tb) File """" usr lib python2.7 site-packages nova virt libvirt driver.py"""", line 7484, in _get_disk_over_committed_size_total config, block_device_info) File """" usr lib python2.7 site-packages nova virt libvirt driver.py"""", line 7383, in _get_instance_disk_info_from_config dk_size = disk_api.get_allocated_disk_size(path) File """" usr lib python2.7 site-packages nova virt disk api.py"""", line 156, in get_allocated_disk_size return images.qemu_img_info(path).disk_size File """" usr lib python2.7 site-packages nova virt images.py"""", line 57, in qemu_img_info raise exception.DiskNotFound(location=path) DiskNotFound: Nessun disco in var lib nova instances 2015d6fd-e460-4dd5-a39b-3423f4d76fd8 disk None""",10
8ecc3813,""", encryption=encryption) File """" usr lib python2.7 site-packages nova virt libvirt driver.py"""", line 739, in attach_volume self._connect_volume(disk_info, instance) TypeError: _connect_volume() takes exactly 4 arguments (3 given) None""",1
